usage_id,customer_id,month,data_used_gb,calls_minutes,texts_sent,revenue
U0001026,VZ000284,2024-03,39.05,811,3798,40
U0001027,VZ000319,2024-03,24.14,1035,1385,40
U0001028,VZ000286,2024-03,41.63,1782,1332,70
U0001029,VZ000314,2024-03,15.61,1424,2341,70
U0001030,VZ000292,2024-03,4.6,139,3218,45
U0001031,VZ000356,2024-03,49.39,745,2994,70
U0001032,VZ000452,2024-03,12.26,1930,1633,45
U0001033,VZ000124,2024-03,32.09,453,745,70
U0001034,VZ000495,2024-03,22.33,809,1756,55
U0001035,VZ000067,2024-03,13.09,1795,3372,40
U0001036,VZ000152,2024-03,18.25,1212,1720,45
U0001037,VZ000195,2024-03,14.05,514,4886,40
U0001038,VZ000158,2024-03,36.06,1165,3216,40
U0001039,VZ000226,2024-03,55.41,1062,4417,40
U0001040,VZ000474,2024-03,1.52,1868,1002,70
U0001041,VZ000061,2024-03,42.19,683,3710,70
U0001042,VZ000312,2024-03,41.74,801,707,70
U0001043,VZ000173,2024-03,51.8,861,2150,40
U0001044,VZ000425,2024-03,35.15,624,2668,45
U0001045,VZ000083,2024-03,40.8,309,4837,55
U0001046,VZ000247,2024-03,52.34,231,4494,55
U0001047,VZ000493,2024-03,58.22,991,4930,70
U0001048,VZ000092,2024-03,33.49,803,1416,45
U0001049,VZ000118,2024-03,47.36,1947,2114,40
U0001050,VZ000056,2024-03,24.76,1924,4065,70
U0001051,VZ000148,2024-03,38.85,1671,4967,45
U0001052,VZ000375,2024-03,49.08,1412,1360,70
U0001053,VZ000114,2024-03,39.06,1697,1433,40
U0001054,VZ000154,2024-03,49.11,625,582,40
U0001055,VZ000433,2024-03,27.05,1373,4894,40
U0001056,VZ000272,2024-03,40.61,1769,3686,45
U0001057,VZ000278,2024-03,34.57,1814,1539,40
U0001058,VZ000371,2024-03,4.5,1981,4073,40
U0001059,VZ000103,2024-03,26.48,137,4320,40
U0001060,VZ000157,2024-03,46.81,546,1947,45
U0001061,VZ000032,2024-03,24.35,1583,1172,55
U0001062,VZ000181,2024-03,22.79,312,1532,45
U0001063,VZ000366,2024-03,28.83,1007,924,70
U0001064,VZ000423,2024-03,1.43,1702,3931,40
U0001065,VZ000444,2024-03,30.63,316,4423,45
U0001066,VZ000372,2024-03,6.22,535,1089,70
U0001067,VZ000408,2024-03,22.1,1328,4797,45
U0001068,VZ000012,2024-03,41.61,1746,2489,70
U0001069,VZ000328,2024-03,37.07,384,2368,55
U0001070,VZ000386,2024-03,42.1,1474,880,45
U0001071,VZ000209,2024-03,20.34,1296,1245,45
U0001072,VZ000436,2024-03,56.41,1413,3287,45
U0001073,VZ000235,2024-03,18.56,1448,2265,45
U0001074,VZ000468,2024-03,34.86,1663,3930,40
U0001075,VZ000491,2024-03,7.63,732,2269,55
U0001076,VZ000109,2024-03,26.3,409,849,40
U0001077,VZ000486,2024-03,8.44,890,1336,55
U0001078,VZ000395,2024-03,31.22,1712,3316,45
U0001079,VZ000127,2024-03,6.05,1110,4694,45
U0001080,VZ000106,2024-03,50.64,215,1418,40
U0001081,VZ000254,2024-03,4.63,135,960,70
U0001082,VZ000378,2024-03,28.82,1718,3080,40
U0001083,VZ000440,2024-03,31.46,1472,2801,45
U0001084,VZ000300,2024-03,48.93,1461,3413,70
U0001085,VZ000135,2024-03,34.18,187,1056,40
U0001086,VZ000055,2024-03,43.34,598,2974,45
U0001087,VZ000161,2024-03,34.76,378,3559,40
U0001088,VZ000392,2024-03,8.33,1623,3816,45
U0001089,VZ000463,2024-03,35.42,1372,3066,55
U0001090,VZ000085,2024-03,28.37,799,1390,55
U0001091,VZ000099,2024-03,57.11,1464,1817,45
U0001092,VZ000203,2024-03,58.48,1817,1052,55
U0001093,VZ000471,2024-03,14.14,741,927,55
U0001094,VZ000402,2024-03,48.99,168,2701,55
U0001095,VZ000051,2024-03,13.59,876,3108,55
U0001096,VZ000128,2024-03,23.46,900,1877,45
U0001097,VZ000373,2024-03,23.64,294,1306,45
U0001098,VZ000282,2024-03,33.53,1333,3896,55
U0001099,VZ000296,2024-03,23.3,272,4052,55
U0001100,VZ000189,2024-03,48.4,1435,2516,55
U0001101,VZ000155,2024-03,44.23,1658,4233,70
U0001102,VZ000047,2024-03,31.57,1561,3675,40
U0001103,VZ000477,2024-03,43.34,254,2375,55
U0001104,VZ000074,2024-03,48.52,1334,2100,45
U0001105,VZ000325,2024-03,37.62,107,1445,70
U0001106,VZ000175,2024-03,55.0,204,2336,70
U0001107,VZ000445,2024-03,11.28,1801,1719,55
U0001108,VZ000223,2024-03,31.22,1229,1414,55
U0001109,VZ000376,2024-03,12.66,1458,2402,40
U0001110,VZ000322,2024-03,41.94,758,4033,55
U0001111,VZ000002,2024-03,51.27,593,4216,40
U0001112,VZ000352,2024-03,34.55,928,1023,45
U0001113,VZ000230,2024-03,36.81,1964,618,70
U0001114,VZ000380,2024-03,30.71,1503,1359,70
U0001115,VZ000414,2024-03,59.66,407,2387,40
U0001116,VZ000018,2024-03,4.72,1234,819,40
U0001117,VZ000229,2024-03,20.64,434,1112,45
U0001118,VZ000424,2024-03,14.75,1124,1403,40
U0001119,VZ000202,2024-03,20.0,1634,2557,45
U0001120,VZ000239,2024-03,55.27,1737,3490,40
U0001121,VZ000169,2024-03,40.11,1376,1552,55
U0001122,VZ000025,2024-03,44.1,1512,4860,55
U0001123,VZ000170,2024-03,6.95,1668,4888,45
U0001124,VZ000151,2024-03,23.31,893,2364,40
U0001125,VZ000335,2024-03,33.74,1985,2616,40
U0001126,VZ000027,2024-03,39.09,1939,2770,55
U0001127,VZ000213,2024-03,10.37,776,4410,55
U0001128,VZ000023,2024-03,24.33,707,1795,40
U0001129,VZ000059,2024-03,2.94,798,2967,55
U0001130,VZ000147,2024-03,7.62,748,3544,70
U0001131,VZ000043,2024-03,42.46,137,716,40
U0001132,VZ000029,2024-03,33.18,1105,1331,55
U0001133,VZ000479,2024-03,38.28,1102,3965,45
U0001134,VZ000367,2024-03,56.62,1180,3329,45
U0001135,VZ000455,2024-03,18.83,593,903,45
U0001136,VZ000224,2024-03,50.28,1307,2080,55
U0001137,VZ000037,2024-03,51.62,1216,2216,70
U0001138,VZ000329,2024-03,42.73,679,3032,40
U0001139,VZ000063,2024-03,5.01,964,4454,40
U0001140,VZ000005,2024-03,39.25,757,4329,55
U0001141,VZ000355,2024-03,27.56,795,3750,40
U0001142,VZ000460,2024-03,54.8,1408,4769,40
U0001143,VZ000481,2024-03,5.03,1598,4802,55
U0001144,VZ000010,2024-03,23.91,478,4813,70
U0001145,VZ000417,2024-03,56.94,1171,3355,70
U0001146,VZ000126,2024-03,52.77,1162,583,40
U0001147,VZ000019,2024-03,46.35,1573,4572,45
U0001148,VZ000469,2024-03,55.2,1680,3088,40
U0001149,VZ000382,2024-03,57.3,158,1572,40
U0001150,VZ000450,2024-03,44.67,330,3645,45
U0001151,VZ000339,2024-03,21.2,300,4394,70
U0001152,VZ000243,2024-03,18.8,136,3364,45
U0001153,VZ000262,2024-03,43.1,910,770,55
U0001154,VZ000279,2024-03,21.87,369,2092,40
U0001155,VZ000294,2024-03,47.04,1074,3562,40
U0001156,VZ000497,2024-03,25.68,1068,2495,45
U0001157,VZ000048,2024-03,4.51,1781,4210,70
U0001158,VZ000407,2024-03,25.22,1862,3819,55
U0001159,VZ000257,2024-03,16.11,486,4662,45
U0001160,VZ000451,2024-03,56.69,479,3625,45
U0001161,VZ000383,2024-03,30.91,1497,1327,55
U0001162,VZ000199,2024-03,45.66,1979,1236,45
U0001163,VZ000129,2024-03,25.01,1955,2893,45
U0001164,VZ000484,2024-03,23.88,217,3132,40
U0001165,VZ000040,2024-03,38.11,242,1472,70
U0001166,VZ000182,2024-03,38.61,1827,3363,40
U0001167,VZ000437,2024-03,13.45,956,4008,45
U0001168,VZ000404,2024-03,4.61,1905,2217,70
U0001169,VZ000054,2024-03,56.65,1466,3812,70
U0001170,VZ000142,2024-03,17.27,278,1808,45
U0001171,VZ000022,2024-03,16.92,525,3415,70
U0001172,VZ000500,2024-03,44.65,445,2018,55
U0001173,VZ000457,2024-03,24.82,1381,3959,45
U0001174,VZ000494,2024-03,51.97,1977,1551,45
U0001175,VZ000492,2024-03,57.97,1368,565,55
U0001176,VZ000496,2024-03,50.6,324,3860,55
U0001177,VZ000385,2024-03,4.27,510,2045,70
U0001178,VZ000458,2024-03,23.14,1527,949,45
U0001179,VZ000396,2024-03,25.35,1553,1222,45
U0001180,VZ000076,2024-03,10.56,1346,953,45
U0001181,VZ000394,2024-03,6.39,1309,1929,55
U0001182,VZ000201,2024-03,59.7,247,2873,40
U0001183,VZ000449,2024-03,39.22,1191,3472,45
U0001184,VZ000186,2024-03,28.78,783,4120,40
U0001185,VZ000274,2024-03,27.47,1583,4081,45
U0001186,VZ000362,2024-03,55.92,1704,4836,45
U0001187,VZ000013,2024-03,21.77,1226,1767,45
U0001188,VZ000381,2024-03,10.07,738,729,45
U0001189,VZ000014,2024-03,1.12,450,1976,45
U0001190,VZ000345,2024-03,20.87,1918,2988,55
U0001191,VZ000276,2024-03,16.42,830,3351,40
U0001192,VZ000030,2024-03,42.16,1204,2822,55
U0001193,VZ000197,2024-03,15.61,1801,3320,45
U0001194,VZ000001,2024-03,58.55,479,1509,45
U0001195,VZ000482,2024-03,7.86,126,3716,45
U0001196,VZ000287,2024-03,34.39,670,1895,40
U0001197,VZ000101,2024-03,2.01,694,4945,45
U0001198,VZ000132,2024-03,39.01,1268,2645,40
U0001199,VZ000075,2024-03,46.69,530,1161,40
U0001200,VZ000311,2024-03,21.67,546,3376,70
U0001201,VZ000486,2024-03,30.41,192,2682,55
U0001202,VZ000477,2024-03,27.24,1241,1740,55
U0001203,VZ000282,2024-03,40.31,604,3764,55
U0001204,VZ000341,2024-03,40.75,493,3216,55
U0001205,VZ000065,2024-03,31.98,1306,1516,55
U0001206,VZ000204,2024-03,50.62,1075,4640,70
U0001207,VZ000113,2024-03,31.52,1182,868,40
U0001208,VZ000443,2024-03,21.0,1825,1718,40
U0001209,VZ000030,2024-03,29.17,438,1803,55
U0001210,VZ000107,2024-03,57.32,592,3771,40
U0001211,VZ000394,2024-03,58.31,1620,1940,55
U0001212,VZ000453,2024-03,49.73,372,4322,70
U0001213,VZ000013,2024-03,22.73,779,4607,45
U0001214,VZ000115,2024-03,23.53,332,3628,55
U0001215,VZ000244,2024-03,23.6,1694,535,45
U0001216,VZ000405,2024-03,30.63,1477,858,70
U0001217,VZ000213,2024-03,12.93,1993,4799,55
U0001218,VZ000049,2024-03,58.07,508,1611,55
U0001219,VZ000040,2024-03,24.09,1785,4901,70
U0001220,VZ000125,2024-03,8.6,1980,2598,45
U0001221,VZ000454,2024-03,29.41,851,4223,40
U0001222,VZ000024,2024-03,30.03,1447,819,40
U0001223,VZ000478,2024-03,38.86,991,2003,45
U0001224,VZ000295,2024-03,44.22,975,4281,55
U0001225,VZ000315,2024-03,56.79,1744,3424,45
U0001226,VZ000174,2024-03,36.07,1029,2091,70
U0001227,VZ000138,2024-03,31.83,1198,3435,45
U0001228,VZ000371,2024-03,11.71,750,4840,40
U0001229,VZ000005,2024-03,26.33,1150,1043,55
U0001230,VZ000160,2024-03,25.22,1285,1227,40
U0001231,VZ000479,2024-03,52.18,183,3102,45
U0001232,VZ000119,2024-03,55.26,379,2852,70
U0001233,VZ000025,2024-03,25.55,1705,1341,55
U0001234,VZ000228,2024-03,4.59,315,605,55
U0001235,VZ000194,2024-03,38.43,1222,2130,55
U0001236,VZ000166,2024-03,6.65,888,1948,55
U0001237,VZ000377,2024-03,16.89,947,2695,55
U0001238,VZ000437,2024-03,28.6,128,878,45
U0001239,VZ000073,2024-03,34.82,1742,1763,45
U0001240,VZ000398,2024-03,5.27,1743,1941,45
U0001241,VZ000101,2024-03,48.46,1645,4561,45
U0001242,VZ000046,2024-03,13.52,969,808,40
U0001243,VZ000186,2024-03,4.75,1990,3538,40
U0001244,VZ000328,2024-03,12.28,1022,3698,55
U0001245,VZ000235,2024-03,8.75,1301,2241,45
U0001246,VZ000284,2024-03,34.88,1844,3751,40
U0001247,VZ000090,2024-03,8.99,1596,1931,70
U0001248,VZ000076,2024-03,39.54,1375,1627,45
U0001249,VZ000279,2024-03,40.96,1146,4062,40
U0001250,VZ000180,2024-03,7.03,1873,1829,70
U0001251,VZ000285,2024-03,9.35,1905,4141,55
U0001252,VZ000468,2024-03,12.96,704,2299,40
U0001253,VZ000142,2024-03,23.46,1780,1366,45
U0001254,VZ000287,2024-03,14.17,132,594,40
U0001255,VZ000161,2024-03,26.75,1862,3940,40
U0001256,VZ000234,2024-03,53.19,1742,1332,55
U0001257,VZ000183,2024-03,39.2,214,4499,70
U0001258,VZ000452,2024-03,39.5,644,2489,45
U0001259,VZ000106,2024-03,50.39,832,2705,40
U0001260,VZ000462,2024-03,59.96,1967,502,45
U0001261,VZ000426,2024-03,33.3,1960,2905,70
U0001262,VZ000430,2024-03,49.08,1833,1551,55
U0001263,VZ000403,2024-03,56.89,1862,1210,70
U0001264,VZ000033,2024-03,10.59,1051,4068,55
U0001265,VZ000463,2024-03,49.59,1511,1305,55
U0001266,VZ000095,2024-03,40.32,1734,4293,55
U0001267,VZ000202,2024-03,28.26,542,1231,45
U0001268,VZ000045,2024-03,16.56,1749,2110,45
U0001269,VZ000114,2024-03,49.83,1849,1033,40
U0001270,VZ000255,2024-03,1.01,1752,1564,55
U0001271,VZ000441,2024-03,12.15,295,1356,55
U0001272,VZ000017,2024-03,18.16,1493,2910,70
U0001273,VZ000091,2024-03,43.04,1893,4068,40
U0001274,VZ000307,2024-03,40.51,1642,3760,45
U0001275,VZ000467,2024-03,6.9,1935,1724,45
U0001276,VZ000029,2024-03,28.67,339,879,55
U0001277,VZ000260,2024-03,28.24,955,4002,55
U0001278,VZ000236,2024-03,13.11,931,1773,70
U0001279,VZ000447,2024-03,18.61,898,2996,40
U0001280,VZ000374,2024-03,32.77,1684,3263,70
U0001281,VZ000023,2024-03,59.21,1937,4145,40
U0001282,VZ000493,2024-03,33.07,401,4760,70
U0001283,VZ000135,2024-03,39.33,180,1278,40
U0001284,VZ000308,2024-03,33.36,1386,822,45
U0001285,VZ000088,2024-03,11.34,962,734,70
U0001286,VZ000182,2024-03,20.75,629,1251,40
U0001287,VZ000042,2024-03,29.34,465,3763,40
U0001288,VZ000399,2024-03,13.65,1446,2768,45
U0001289,VZ000227,2024-03,44.2,1827,4817,40
U0001290,VZ000358,2024-03,7.33,1079,1867,40
U0001291,VZ000325,2024-03,58.57,1398,677,70
U0001292,VZ000156,2024-03,59.38,1569,1296,45
U0001293,VZ000312,2024-03,40.99,926,4509,70
U0001294,VZ000281,2024-03,50.6,1805,2809,55
U0001295,VZ000187,2024-03,11.43,337,3174,45
U0001296,VZ000207,2024-03,34.95,1735,4130,45
U0001297,VZ000368,2024-03,12.88,1759,599,45
U0001298,VZ000133,2024-03,6.11,400,1100,45
U0001299,VZ000435,2024-03,19.07,1719,1275,45
U0001300,VZ000297,2024-03,49.87,1765,1390,70
U0001301,VZ000491,2024-03,34.43,1475,1709,55
U0001302,VZ000390,2024-03,54.56,1788,2003,40
U0001303,VZ000344,2024-03,51.75,1677,2195,70
U0001304,VZ000384,2024-03,24.82,1386,2622,70
U0001305,VZ000198,2024-03,52.73,381,1881,70
U0001306,VZ000418,2024-03,48.75,581,1811,70
U0001307,VZ000329,2024-03,47.63,789,2031,40
U0001308,VZ000400,2024-03,15.48,1295,3443,70
U0001309,VZ000178,2024-03,6.93,430,4865,40
U0001310,VZ000121,2024-03,22.24,952,740,45
U0001311,VZ000412,2024-03,32.95,1263,3981,40
U0001312,VZ000243,2024-03,51.56,384,1816,45
U0001313,VZ000271,2024-03,17.28,1476,3101,40
U0001314,VZ000075,2024-03,30.18,1705,2645,40
U0001315,VZ000364,2024-03,22.78,293,1024,45
U0001316,VZ000332,2024-03,26.54,1030,2985,55
U0001317,VZ000320,2024-03,14.72,192,519,40
U0001318,VZ000460,2024-03,23.87,800,2249,40
U0001319,VZ000006,2024-03,37.48,592,4774,55
U0001320,VZ000057,2024-03,33.8,285,1408,45
U0001321,VZ000011,2024-03,27.32,314,2835,55
U0001322,VZ000383,2024-03,39.84,1214,660,55
U0001323,VZ000110,2024-03,30.12,815,3477,70
U0001324,VZ000327,2024-03,26.15,983,996,45
U0001325,VZ000397,2024-03,16.17,1021,4047,45
U0001326,VZ000196,2024-03,46.45,196,2677,45
U0001327,VZ000224,2024-03,20.04,1770,511,55
U0001328,VZ000318,2024-03,31.61,1603,1781,45
U0001329,VZ000016,2024-03,8.77,1201,1545,45
U0001330,VZ000158,2024-03,42.07,704,4237,40
U0001331,VZ000232,2024-03,47.39,243,1094,70
U0001332,VZ000299,2024-03,15.59,1701,2541,45
U0001333,VZ000168,2024-03,33.6,1269,2780,45
U0001334,VZ000336,2024-03,32.63,405,3594,45
U0001335,VZ000100,2024-03,46.48,1490,4748,55
U0001336,VZ000457,2024-03,37.22,932,3532,45
U0001337,VZ000310,2024-03,44.41,1072,2279,40
U0001338,VZ000293,2024-03,46.56,293,3658,55
U0001339,VZ000417,2024-03,19.31,1492,2133,70
U0001340,VZ000144,2024-03,59.5,1353,1153,45
U0001341,VZ000305,2024-03,22.48,737,4354,70
U0001342,VZ000319,2024-03,50.0,200,4836,40
U0001343,VZ000159,2024-03,28.61,1155,1181,55
U0001344,VZ000472,2024-03,28.54,1394,2231,40
U0001345,VZ000137,2024-03,8.0,539,946,45
U0001346,VZ000172,2024-03,54.88,1771,1372,45
U0001347,VZ000259,2024-03,30.5,869,4189,55
U0001348,VZ000051,2024-03,59.81,850,2432,55
U0001349,VZ000154,2024-03,35.02,1069,1675,40
U0001350,VZ000240,2024-03,12.04,995,3013,55
U0001351,VZ000492,2024-03,2.05,949,800,55
U0001352,VZ000488,2024-03,44.2,1118,863,55
U0001353,VZ000043,2024-03,18.28,1419,3825,40
U0001354,VZ000276,2024-03,52.65,173,2606,40
U0001355,VZ000396,2024-03,46.98,637,1156,45
U0001356,VZ000422,2024-03,28.53,273,2875,55
U0001357,VZ000059,2024-03,4.67,1467,1694,55
U0001358,VZ000317,2024-03,34.5,1279,1124,70
U0001359,VZ000391,2024-03,1.87,658,2902,70
U0001360,VZ000497,2024-03,20.9,277,2111,45
U0001361,VZ000205,2024-03,10.64,1496,4464,70
U0001362,VZ000338,2024-03,47.59,1160,4248,40
U0001363,VZ000143,2024-03,54.74,1060,2758,70
U0001364,VZ000218,2024-03,1.2,1232,1018,70
U0001365,VZ000219,2024-03,51.39,1338,2902,45
U0001366,VZ000288,2024-03,20.51,767,4353,45
U0001367,VZ000380,2024-03,4.38,428,559,70
U0001368,VZ000112,2024-03,39.23,398,4687,55
U0001369,VZ000393,2024-03,56.57,877,2705,45
U0001370,VZ000389,2024-03,30.98,489,3114,70
U0001371,VZ000433,2024-03,53.61,1780,2763,40
U0001372,VZ000081,2024-03,28.31,1263,4703,45
U0001373,VZ000306,2024-03,45.26,1971,3446,55
U0001374,VZ000004,2024-03,22.63,847,4131,45
U0001375,VZ000451,2024-03,45.42,519,3117,45
U0001376,VZ000421,2024-03,18.93,517,3894,40
U0001377,VZ000277,2024-03,29.97,1894,4728,40
U0001378,VZ000249,2024-03,29.4,230,2875,55
U0001379,VZ000449,2024-03,46.37,1394,1945,45
U0001380,VZ000333,2024-03,55.35,1676,1488,70
U0001381,VZ000215,2024-03,45.26,680,2150,55
U0001382,VZ000012,2024-03,49.59,1843,2825,70
U0001383,VZ000356,2024-03,3.65,150,2483,70
U0001384,VZ000245,2024-03,10.33,1114,4258,45
U0001385,VZ000402,2024-03,24.0,361,4743,55
U0001386,VZ000140,2024-03,18.82,344,898,45
U0001387,VZ000487,2024-03,56.61,700,4914,70
U0001388,VZ000323,2024-03,1.28,365,1480,40
U0001389,VZ000269,2024-03,48.02,729,840,70
U0001390,VZ000199,2024-03,35.22,905,1760,45
U0001391,VZ000080,2024-03,47.01,1094,3801,70
U0001392,VZ000253,2024-03,49.54,598,2170,40
U0001393,VZ000018,2024-03,13.48,953,1247,40
U0001394,VZ000470,2024-03,52.73,1198,2705,55
U0001395,VZ000342,2024-03,43.99,483,3228,40
U0001396,VZ000233,2024-03,33.38,1854,1038,45
U0001397,VZ000481,2024-03,51.95,1834,4729,55
U0001398,VZ000151,2024-03,25.14,987,2066,40
U0001399,VZ000410,2024-03,4.24,1142,4024,55
U0001400,VZ000339,2024-03,19.96,1348,1918,70
U0001401,VZ000079,2024-03,40.68,461,1051,70
U0001402,VZ000404,2024-03,44.51,154,1852,70
U0001403,VZ000423,2024-03,10.31,1331,3331,40
U0001404,VZ000298,2024-03,17.19,403,2181,55
U0001405,VZ000195,2024-03,51.96,1362,3350,40
U0001406,VZ000048,2024-03,40.79,812,2837,70
U0001407,VZ000409,2024-03,1.81,1701,3438,70
U0001408,VZ000413,2024-03,42.14,1687,690,55
U0001409,VZ000469,2024-03,35.2,1024,919,40
U0001410,VZ000366,2024-03,9.32,316,3240,70
U0001411,VZ000067,2024-03,47.14,981,1705,40
U0001412,VZ000009,2024-03,15.24,868,4108,45
U0001413,VZ000432,2024-03,56.59,1919,4590,70
U0001414,VZ000220,2024-03,59.22,847,626,70
U0001415,VZ000309,2024-03,16.4,581,3769,45
U0001416,VZ000223,2024-03,5.77,1466,3380,55
U0001417,VZ000109,2024-03,40.97,992,3128,40
U0001418,VZ000200,2024-03,15.13,959,3861,45
U0001419,VZ000369,2024-03,33.62,1305,3506,55
U0001420,VZ000041,2024-03,29.75,492,1561,55
U0001421,VZ000456,2024-03,6.99,570,1121,55
U0001422,VZ000337,2024-03,19.05,1106,2506,70
U0001423,VZ000116,2024-03,9.5,1376,3337,45
U0001424,VZ000473,2024-03,17.39,901,2789,55
U0001425,VZ000290,2024-03,25.36,1379,3530,55
U0001426,VZ000340,2024-03,20.53,443,4366,45
U0001427,VZ000360,2024-03,1.6,1580,3394,70
U0001428,VZ000047,2024-03,33.73,1587,787,40
U0001429,VZ000395,2024-03,46.2,1432,1132,45
U0001430,VZ000131,2024-03,44.38,149,4199,70
U0001431,VZ000246,2024-03,31.57,1019,1453,40
U0001432,VZ000031,2024-03,38.75,255,1164,55
U0001433,VZ000127,2024-03,55.81,1636,4032,45
U0001434,VZ000265,2024-03,10.82,864,4988,40
U0001435,VZ000392,2024-03,16.67,1613,3549,45
U0001436,VZ000141,2024-03,59.69,1316,2729,45
U0001437,VZ000086,2024-03,48.98,1482,1890,55
U0001438,VZ000247,2024-03,35.63,1438,1151,55
U0001439,VZ000089,2024-03,9.79,1613,4885,70
U0001440,VZ000132,2024-03,30.05,395,2901,40
U0001441,VZ000072,2024-03,15.79,1342,3758,45
U0001442,VZ000273,2024-03,58.07,750,4741,70
U0001443,VZ000367,2024-03,44.7,647,2271,45
U0001444,VZ000189,2024-03,26.45,1542,3275,55
U0001445,VZ000438,2024-03,32.92,1137,3426,40
U0001446,VZ000044,2024-03,21.26,1651,2845,55
U0001447,VZ000217,2024-03,51.42,741,531,45
U0001448,VZ000237,2024-03,8.99,144,3868,40
U0001449,VZ000084,2024-03,5.21,895,4548,70
U0001450,VZ000197,2024-03,44.34,1137,3084,45
U0001451,VZ000448,2024-03,32.08,1553,685,40
U0001452,VZ000286,2024-03,18.7,1219,1681,70
U0001453,VZ000208,2024-03,27.34,693,743,55
U0001454,VZ000074,2024-03,56.81,1035,1859,45
U0001455,VZ000147,2024-03,55.79,261,1672,70
U0001456,VZ000231,2024-03,23.06,1955,4030,70
U0001457,VZ000362,2024-03,30.12,1166,1934,45
U0001458,VZ000108,2024-03,3.01,634,4740,70
U0001459,VZ000376,2024-03,47.85,1350,2241,40
U0001460,VZ000274,2024-03,3.07,1338,628,45
U0001461,VZ000348,2024-03,30.66,1610,1832,45
U0001462,VZ000385,2024-03,9.71,1556,2109,70
U0001463,VZ000440,2024-03,13.66,1582,1332,45
U0001464,VZ000352,2024-03,14.28,952,1137,45
U0001465,VZ000020,2024-03,47.83,1030,4087,40
U0001466,VZ000066,2024-03,19.03,978,3408,70
U0001467,VZ000278,2024-03,41.27,1405,3328,40
U0001468,VZ000008,2024-03,57.29,1827,1074,70
U0001469,VZ000291,2024-03,21.31,1123,4612,55
U0001470,VZ000063,2024-03,39.37,469,2126,40
U0001471,VZ000351,2024-03,33.65,850,1346,55
U0001472,VZ000191,2024-03,16.41,728,2292,55
U0001473,VZ000206,2024-03,12.43,663,2247,70
U0001474,VZ000296,2024-03,15.68,182,4428,55
U0001475,VZ000077,2024-03,28.67,716,3797,40
U0001476,VZ000313,2024-03,1.72,1898,4699,70
U0001477,VZ000176,2024-03,12.89,704,914,45
U0001478,VZ000216,2024-03,47.29,653,3401,70
U0001479,VZ000099,2024-03,40.3,1462,2701,45
U0001480,VZ000038,2024-03,9.96,1904,4937,40
U0001481,VZ000155,2024-03,19.17,810,3683,70
U0001482,VZ000170,2024-03,27.07,766,945,45
U0001483,VZ000459,2024-03,5.36,1560,1348,70
U0001484,VZ000028,2024-03,18.3,1413,698,45
U0001485,VZ000343,2024-03,44.03,1440,793,45
U0001486,VZ000361,2024-03,19.16,1133,4849,70
U0001487,VZ000015,2024-03,29.53,551,737,40
U0001488,VZ000256,2024-03,39.36,285,3142,70
U0001489,VZ000181,2024-03,9.92,1217,3422,45
U0001490,VZ000272,2024-03,12.12,1274,2864,45
U0001491,VZ000429,2024-03,29.11,1253,1262,45
U0001492,VZ000027,2024-03,5.88,1099,2089,55
U0001493,VZ000069,2024-03,26.96,1843,3660,45
U0001494,VZ000117,2024-03,53.09,856,1520,70
U0001495,VZ000126,2024-03,32.88,1806,2759,40
U0001496,VZ000003,2024-03,48.13,267,4371,40
U0001497,VZ000267,2024-03,39.41,1152,1353,40
U0001498,VZ000019,2024-03,54.54,1391,3338,45
U0001499,VZ000359,2024-03,50.36,995,3463,40
U0001500,VZ000270,2024-03,32.96,247,1819,40
U0001501,VZ000184,2024-03,31.48,1383,4544,45
U0001502,VZ000316,2024-03,34.91,936,4683,55
U0001503,VZ000124,2024-03,32.92,1070,1140,70
U0001504,VZ000034,2024-03,6.48,1058,4248,70
U0001505,VZ000250,2024-03,36.1,1260,3615,40
U0001506,VZ000263,2024-03,27.78,331,3043,55
U0001507,VZ000064,2024-03,59.69,730,2102,45
U0001508,VZ000304,2024-03,50.24,273,2605,70
U0001509,VZ000001,2024-03,10.53,1189,605,45
U0001510,VZ000032,2024-03,37.84,1399,1978,55
U0001511,VZ000373,2024-03,2.67,680,4064,45
U0001512,VZ000203,2024-03,8.56,1935,707,55
U0001513,VZ000401,2024-03,28.2,361,4791,70
U0001514,VZ000050,2024-03,56.7,1629,1302,70
U0001515,VZ000134,2024-03,49.5,463,935,55
U0001516,VZ000225,2024-03,44.9,1186,2525,70
U0001517,VZ000489,2024-03,42.2,1185,2003,70
U0001518,VZ000148,2024-03,44.46,1122,636,45
U0001519,VZ000294,2024-03,35.52,1440,4923,40
U0001520,VZ000014,2024-03,58.09,363,884,45
U0001521,VZ000058,2024-03,29.59,1837,1789,40
U0001522,VZ000455,2024-03,46.51,323,906,45
U0001523,VZ000026,2024-03,12.0,1473,3492,40
U0001524,VZ000123,2024-03,20.89,653,2954,70
U0001525,VZ000476,2024-03,49.17,469,1090,55
U0001526,VZ000436,2024-03,56.54,421,1495,45
U0001527,VZ000416,2024-03,52.23,1900,1356,40
U0001528,VZ000439,2024-03,40.57,854,2462,70
U0001529,VZ000242,2024-03,31.99,1215,2096,40
U0001530,VZ000111,2024-03,38.54,738,1842,70
U0001531,VZ000163,2024-03,55.09,1682,2751,45
U0001532,VZ000464,2024-03,25.59,230,3937,45
U0001533,VZ000070,2024-03,28.99,484,3171,40
U0001534,VZ000419,2024-03,32.82,522,2341,40
